OBJECTID,FacilityID,Installati,OWNER,OPERATINGC,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
1355,T2J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79331169,-88.17504908
1356,MH9-T1J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79354397,-88.17376588
1357,MH9-T1J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79315157,-88.17376851
1358,MH9-T2J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79393636,-88.17376323
1359,MH9-T2J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79465686,-88.1740852
1360,MH9-TJ2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79506147,-88.17439458
1361,MH8-T3J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79496609,-88.17537563
1362,MH8-T2J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7956386,-88.17539583
1363,T1J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79344595,-88.17640182
1364,T1J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79397428,-88.17085758
1365,T1J4,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79313823,-88.17084825
1366,T2J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79295241,-88.17123565
1367,T2J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79239615,-88.17085057
1368,T2J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79189361,-88.17084939
1369,T1J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79224861,-88.17224341
1370,T1J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79364684,-88.17084917
1371,T1J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79190399,-88.17241617
1372,T1J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79189729,-88.17146875
1373,T2J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79165399,-88.17084233
1374,T1J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79097427,-88.17084782
1375,T3J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79078688,-88.17102648
1376,T3J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79083247,-88.17153072
1377,T4J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79087335,-88.17198023
1378,T4J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79092589,-88.17256184
1379,T4J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79095258,-88.17285218
1380,T7J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79212612,-88.17354652
1381,T7J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79161146,-88.1735529
1382,T8J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79225784,-88.17443327
1383,T8J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79216153,-88.17505854
1384,T8J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79207575,-88.17516584
1385,T5J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79124526,-88.17380014
1386,T6J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79123801,-88.1746885
1387,T6J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79123357,-88.17514129
1388,T3J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79005345,-88.17643649
1389,T4-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78732595,-88.16862944
1390,T4-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78706198,-88.16917737
1391,T3-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78675056,-88.16965065
1392,T3-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78648266,-88.17011717
1393,T2-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78608244,-88.17118078
1394,T2-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7859179,-88.17176427
1395,T2-J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7857062,-88.17239675
1396,T2-J4,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78544075,-88.17300441
1397,T1-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78510261,-88.17350454
1398,T1-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78478491,-88.17397163
1399,T1-J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78451398,-88.17437174
1400,T3-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78458016,-88.17465792
1401,T3-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78475146,-88.17486933
1402,T3-J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78533474,-88.17509706
1403,T2-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78709251,-88.17515416
1404,T2-J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78750453,-88.17515358
1405,T2-J4,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78797147,-88.1751529
1406,T2-J5,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78843954,-88.17515501
1407,T1-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78931857,-88.17515365
1408,T1-J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78970822,-88.17506241
1409,T3-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79016546,-88.17453929
1410,T3-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79020709,-88.17411476
1411,T3-J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79011258,-88.17350034
1412,T2-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7900001,-88.17287646
1413,T2-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78982973,-88.1714742
1414,T1-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78968826,-88.17058736
1415,T5-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78894197,-88.17076778
1416,T4-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78865107,-88.172425
1417,T5-J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78865253,-88.17192711
1418,T4-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78863203,-88.17331296
1419,T3-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78791236,-88.17341006
1420,T3-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78713524,-88.17332758
1421,T2-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78728215,-88.17222618
1422,T2-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78747871,-88.17171007
1423,T1-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78769399,-88.1711338
1424,T1-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78792564,-88.17051322
1425,T1-J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78813799,-88.16993655
1426,T1-J4,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78999744,-88.17489913
1427,MH2-T4J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78754077,-88.16800395
1428,MH2-T3J6,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78648998,-88.16838917
1429,MH1-T4J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78666538,-88.16096932
1430,MH1-T4J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78633891,-88.16121908
1431,MH1-T3J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.785761,-88.16229873
1432,MH1-T3J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78565121,-88.16278033
1433,MH1-T3J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78552476,-88.16325425
1434,MH1-T2J4,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78539006,-88.16372346
1435,MH1-T2J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7852554,-88.16419251
1436,MH1-T2J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78512107,-88.16466155
1437,MH1-T2J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78492697,-88.1653392
1438,T1-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78709505,-88.16187019
1439,T1-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78713769,-88.16233856
1440,T1-J3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78715952,-88.16257524
1441,T2-J4,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78700875,-88.16222984
1442,T2-J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78666031,-88.16279003
1443,T2-J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7866085,-88.16284767
1444,T3-J4,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78606532,-88.16339333
1445,T3-J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78647384,-88.16331678
1446,T3-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78633918,-88.16378588
1447,T4-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78635757,-88.16460496
1448,T3-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78620451,-88.16425495
1449,T4-J4,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78710942,-88.16458894
1450,T5-J4,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7872946,-88.16343968
1451,T5-J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78731428,-88.16383572
1452,T5-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78738348,-88.16422318
1453,T4-J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78673349,-88.16459695
1454,T7-1J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79440439,-88.15780485
1455,5-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79429612,-88.16317636
1456,T5-J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79426491,-88.16258997
1457,T6-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79426237,-88.16200172
1458,T6-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79425694,-88.16075173
1459,T7-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79425436,-88.16016353
1460,T7-J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79432097,-88.15924421
1461,T7-J4,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79355888,-88.15905667
1462,T5-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79439444,-88.16352967
1463,SC1-T1J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79361733,-88.16956714
1464,SC1-T1J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79411865,-88.1695662
1465,SC1-T3J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7924266,-88.16947299
1466,SC1-T3J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79218103,-88.16937489
1467,SC1-T2J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7919077,-88.16976614
1468,SC1-T3J4,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79214687,-88.16894557
1469,SC1-T2J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79315786,-88.16956644
1470,SC1-T2J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79339775,-88.16956573
1471,SC1-T3J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79226356,-88.16771791
1472,SC1-T3J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79187929,-88.16727285
1473,SC1-T1J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79367472,-88.16705831
1474,T1-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79377302,-88.1664242
1475,T1-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79396251,-88.16520323
1476,T2-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7938345,-88.16439576
1477,T2-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79348162,-88.16391325
1478,T2-J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79347565,-88.16285999
1479,T2-J4,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79385504,-88.16270265
1480,SC1-T2J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79295523,-88.16817893
1481,SC1-T2J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79338965,-88.16827422
1482,T8-J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79267676,-88.16084662
1483,T8-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79318101,-88.15986723
1484,SC1-T4J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79270398,-88.15842474
1485,SC1-T3J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.791911,-88.15996533
1486,SC1-T3J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79152104,-88.16071013
1487,SC1T2J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79126571,-88.16117699
1488,SC1-T1J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79068872,-88.16217951
1489,SC1-T5J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79323547,-88.15757692
1490,T2-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78994484,-88.15835227
1491,T2-J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7903504,-88.15947769
1492,T1-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79094195,-88.15869558
1493,T1-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79067262,-88.15917024
1494,T1-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79193604,-88.15795785
1495,T1-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79274162,-88.15762876
1496,MH1-T1J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7891811,-88.157687
1497,MH2-T2J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78880263,-88.15821879
1498,SC1-T3J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7888421,-88.15967653
1499,SC1-T1J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78971268,-88.16333068
1500,SC1-T1J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78929012,-88.1625765
1501,SC1-T2J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78914523,-88.16214585
1502,SC1-T3J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78895974,-88.16095118
1503,T1-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78823212,-88.15932858
1504,SC1-T2J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78671675,-88.16720367
1505,SC1-T2J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78714218,-88.16719865
1506,SC1-T3J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7874743,-88.16713597
1507,T4-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78932388,-88.164341
1508,T4-J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78885061,-88.16505458
1509,T4-J4,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7886959,-88.16528785
1510,MH2-T5J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78831951,-88.16724359
1511,MH2-T3J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78526756,-88.16883886
1512,SC1-T4J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7881182,-88.16583641
1513,SC1-T3J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78776807,-88.16584386
1514,SC1-T3J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78715049,-88.165857
1515,SC1-T2J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78657426,-88.16586925
1516,SC1-T2J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78682857,-88.16586384
1517,SC1-T2J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78625233,-88.16587609
1518,SC1-T1J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78600093,-88.16588144
1519,SC1-T1J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78521825,-88.16589808
1520,SC1-T3J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78785742,-88.16671698
1521,SC1-T3J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78809539,-88.16616463
1522,SC1-T6J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78821587,-88.16356498
1523,T5-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78781548,-88.15922348
1524,T5-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78771865,-88.15817659
1525,T5-J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78786388,-88.1597475
1526,T4-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7879373,-88.16054325
1527,T4-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78803314,-88.16158295
1528,T3-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78808152,-88.16210799
1529,T3-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78772836,-88.16281528
1530,T1-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78811444,-88.15805654
1531,T2-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78831278,-88.16020201
1532,T3-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78841025,-88.16125879
1533,T3-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78846168,-88.16176198
1534,SC1-T5J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78833676,-88.16487527
1535,T1-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79119601,-88.16870794
1536,MH3-T7J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78408138,-88.17305054
1537,MH2-T8J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78444693,-88.17254111
1538,MH2-T8J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78492506,-88.17154972
1539,MH2-T7J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78510698,-88.17099369
1540,MH2-T7J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78527817,-88.1703997
1541,MH2-T6J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78550064,-88.16978437
1542,MH6-T2J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78610643,-88.16868903
1543,T1J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79290542,-88.17640931
1544,T2J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79253498,-88.17641445
1545,T2J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79191342,-88.17642307
1546,T2J4,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79146062,-88.17642934
1547,T2J5,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79097336,-88.17643349
1548,T6J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78453503,-88.17615983
1549,T7J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78389566,-88.1757856
1550,T4J5,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78599008,-88.17644975
1551,T5J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78553028,-88.17645125
1552,T4J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78684992,-88.17644695
1553,T4J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78731795,-88.17644542
1554,T4J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78843353,-88.17644178
1555,T4J4,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78866707,-88.17644102
1556,T3J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78909292,-88.17643962
1557,SC1-T5J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78826049,-88.16404854
1558,MH2-T4J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78799769,-88.16864837
1559,J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79043787,-88.16261536
